id,name,description,groupID,difficulty,groupName,monsterNum,staminaCost,dailyLimit,coinAward,expAward,stance1,levelMonster,expAwardBoss,coinAwardBoss,battleBefore,battleing,battleAfter,mapId,judge,icon,openTower,monsterId,xianming,linkId,monsterIcon,chapterLevel,commonAward,clearanceAwardString,rareAwardString,spAwardString,
50069,14-4|解开阵法,你花费了好大的功夫，解开了洞外的阵法，终于可以进去查看了。,14,1,15章|华容道,15,1,31,21,325,11385,friend093,18706,983,298，299，300，301，302,,303，304，305,15,1,,,0,4,50069,xiuxian_enemy016_b,0,,7:49725:3|7:49781:3|7:49064:1,7:49725:1|7:49781:1|7:49629:1,7:49725:1,
50070,14-5|红色妖兽,一只巨大的红色妖兽挡住了你的去路，你急切想要救出银月，不得不开战。,14,1,16章|荆州,16,1,31,21,332,11388,friend147,19094,993,,,,16,1,,,0,4,50070,xiuxian_enemy021_b,0,,14:14020403:1|7:49034:140|7:49064:3,7:49034:1|7:49781:1|7:49630:1,7:49034:1,
50071,15-1|止战之殇,银月跳了出来，让你不要伤害那只妖兽。,15,1,16章|荆州,16,1,31,21,338,11389,friend102,19483,1003,,,,16,1,,,0,4,50071,xiuxian_enemy005_b,0,,7:49722:6|7:49781:6|7:49064:1,7:49722:1|7:49781:1|7:49631:1,7:49721:1,
50072,15-2|貔貅一族,妖兽名叫辟邪，属貔貅一族，和银月都是麒麟后裔，由于银月的到来产生共鸣而苏醒。,15,1,16章|荆州,16,1,31,24,345,11390,friend103,19872,1013,,,,16,1,,,0,4,50072,xiuxian_enemy006_b,0,,7:49723:6|7:49781:6|7:49064:1,7:49723:1|7:49781:1|7:49632:1,7:49721:1,
50073,15-3|沉睡百年,辟邪在数百年前受了重伤不得不沉睡于此，现在苏醒后又元气大伤，身体不支躺在地上。,15,1,16章|荆州,16,1,31,24,357,11391,friend122,20563,1023,,,,16,1,,,0,4,50073,xiuxian_enemy007_b,0,,7:49724:6|7:49781:6|7:49064:1,7:49724:1|7:49781:1|7:49629:1,7:49721:1,
50074,15-4|伤体难愈,想要治好辟邪的伤，需前往长白山寻找红霜参。,15,1,16章|荆州,16,1,31,24,369,11392,friend088,21254,1033,306,,,16,1,,,0,4,50074,xiuxian_enemy004_b,0,,7:49725:6|7:49781:6|7:49064:1,7:49725:1|7:49781:1|7:49630:1,7:49725:1,
50075,15-5|长白山门,银月必须留下照看辟邪，你只能只身前往长白山，但守山大神不放你进入山门。,15,1,17章|葭萌关,17,1,31,24,381,11396,friend046,21946,1043,,,309，310,17,1,,,0,4,50075,xiuxian_enemy018_b,0,,14:14030403:1|7:49034:150|7:49064:3,7:49034:1|7:49781:1|7:49631:1,7:49034:1,
50076,16-1|守山大神,守山大神不放你过去是为了你的安全，不久前长白山中有一邪魔占据此山，连守山大神也不是他的对手。,16,1,17章|葭萌关,17,1,31,24,393,11397,friend047,22637,1053,,,,17,1,,,0,4,50076,xiuxian_enemy005_b,0,,7:49722:6|7:49781:6|7:49064:1,7:49722:1|7:49781:1|7:49632:1,7:49722:1,
50077,16-2|实力认可,守山大神认可你的实力，放你进山，但还是叮嘱你小心，不要邪魔硬拼。,16,1,17章|葭萌关,17,1,31,24,405,11398,friend048,23328,1064,,,,17,1,,,0,4,50077,xiuxian_enemy006_b,0,,7:49723:6|7:49781:6|7:49064:1,7:49723:1|7:49781:1|7:49629:1,7:49723:1,
50078,16-3|仙气充盈,长白山中，仙气缭绕，野兽猛禽在此，吸食山间精华，比普通兽类强壮许多。,16,1,17章|葭萌关,17,1,31,24,417,11399,friend049,24019,1075,,,,17,1,,,0,4,50078,xiuxian_enemy007_b,0,,7:49724:6|7:49781:6|7:49064:1,7:49724:1|7:49781:1|7:49630:1,7:49724:1,
50079,16-4|熊罴巨兽,一只巨大熊罴拦住你的去路，双眼通红，想是许久未尝荤腥了。,16,1,17章|葭萌关,17,1,31,24,429,11400,friend050,24710,1086,,,,17,1,,,0,4,50079,xiuxian_enemy004_b,0,,7:49725:6|7:49781:6|7:49064:1,7:49725:1|7:49781:1|7:49631:1,7:49725:1,
50080,16-5|黑熊成精,打倒了熊罴，继续赶路，却遇一黑熊精拦路，竟能口出人语，想必是那熊罴之主。,16,1,17章|葭萌关,17,1,31,24,441,11403,friend050,25402,1097,,311,,17,1,,,0,4,50080,xiuxian_enemy019_b,0,,14:14040403:1|7:49034:160|7:49064:3,7:49034:1|7:49781:1|7:49632:1,7:49034:1,
50081,17-1|熊精拜服,黑熊精拜服于你的实力之下，表示自己会管教小弟，不再伤人害命。,17,1,18章|成都,18,1,31,24,453,11406,friend051,26093,1108,,,,18,1,,,0,4,50081,xiuxian_enemy001_b,0,,7:49722:6|7:49781:6|7:49064:1,7:49722:1|7:49781:1|7:49629:1,7:49722:1,
50082,17-2|山顶天池,那黑熊精告诉你邪魔似乎在白云峰天池之中，欲上山峰，需靠飞天之术。,17,1,18章|成都,18,1,31,24,465,11407,friend052,26784,1119,,,,18,1,,,0,4,50082,xiuxian_enemy002_b,0,,7:49723:6|7:49781:6|7:49064:1,7:49723:1|7:49781:1|7:49630:1,7:49723:1,
50083,17-3|御剑乘风,你之前未曾精修御剑之术，只能缓缓飞行。,17,1,18章|成都,18,1,31,24,477,11408,friend090,27475,1130,,,,18,1,,,0,4,50083,xiuxian_enemy008_b,0,,7:49724:6|7:49781:6|7:49064:1,7:49724:1|7:49781:1|7:49631:1,7:49724:1,
50084,17-4|致命双雕,山顶飞来两只大雕，扑你而来，想必是天池那的手下。,17,1,18章|成都,18,1,31,27,489,11409,friend117,28166,1141,,,,18,1,,,0,4,50084,xiuxian_enemy009_b,0,,7:49725:6|7:49781:6|7:49064:1,7:49725:1|7:49781:1|7:49632:1,7:49725:1,
50085,17-5|长白主峰,还好那两只大雕不甚厉害，你有惊无险到达主峰。,17,1,18章|成都,18,1,31,27,501,11410,friend116,28858,1152,,,,18,1,,,0,4,50085,xiuxian_enemy017_b,0,,14:14010503:1|7:49034:170|7:49064:3,7:49034:1|7:49781:1|7:49629:1,7:49034:1,
50086,18-1|奇怪小娃,天池之外，一群妖兵正在围攻一个穿着肚兜的小孩。,18,1,18章|成都,18,1,31,27,513,11411,friend116,29549,1164,,,,18,1,,,0,4,50086,xiuxian_enemy003_b,0,,7:49722:6|7:49781:6|7:49064:1,7:49722:1|7:49781:1|7:49630:1,7:49721:1,
50087,18-2|出手相助,帮肚兜小孩解决了妖兵，他赶忙向你道谢，并告诉你个中缘由。,18,1,18章|成都,18,1,31,27,525,11412,friend116,30240,1176,,,312，313，314，315，316，317,18,1,,,0,4,50087,xiuxian_enemy010_b,0,,7:49723:6|7:49781:6|7:49064:1,7:49723:1|7:49781:1|7:49631:1,7:49721:1,
50088,18-3|人参精灵,小孩名叫参娃，乃长白山下人参王国太子，奉命看守镇国之宝。,18,1,19章|汉中,19,1,31,27,537,11415,friend017,30931,1188,,,,19,1,,,0,4,50088,xiuxian_enemy011_b,0,,7:49724:6|7:49781:6|7:49064:1,7:49724:1|7:49781:1|7:49632:1,7:49721:1,
50089,18-4|前因后果,那邪魔是一条恶龙，趁王国庆典之时偷走宝物，参娃指责所在，要追回宝物。,18,1,19章|汉中,19,1,31,27,675,11416,friend018,38880,1200,,,,19,1,,,0,4,50089,xiuxian_enemy012_b,0,,7:49725:6|7:49781:6|7:49064:1,7:49725:1|7:49781:1|7:49629:1,7:49725:1,
50090,18-5|修灵养气,那恶龙被参娃伤的不轻，现在应该在天池之中，借助宝物和天池灵气修养。,18,1,19章|汉中,19,1,31,27,690,11417,friend019,39744,1212,,,,19,1,,,0,4,50090,xiuxian_enemy020_b,0,,14:14020503:1|7:49034:180|7:49064:3,7:49034:1|7:49781:1|7:49630:1,7:49034:1,
50091,19-1|藏于水中,参娃不善水战，你水遁也不是很娴熟，但除恶务尽方是正道。,19,1,19章|汉中,19,1,41,27,705,11418,friend089,40608,1224,,,,19,1,,,0,4,50091,xiuxian_enemy013_b,0,,7:49726:3|7:49782:3|7:49064:1,7:49726:1|7:49782:1|7:49631:1,7:49726:1,
50092,19-2|勇者无惧,哪怕前方是龙潭虎穴，亦当勇往直前。,19,1,19章|汉中,19,1,41,27,915,11421,friend106,52704,1236,318,,,19,1,,,0,5,50092,xiuxian_enemy014_b,0,,7:49727:3|7:49782:3|7:49064:1,7:49727:1|7:49782:1|7:49632:1,7:49727:1,
50093,19-3|水中陷阱,天池深处，恶龙布下了诸多陷阱，前方危机重重。,19,1,20章|益州,20,1,41,27,923,11424,friend044,53181,1248,324，325，326，327，328,,,20,1,,,0,5,50093,xiuxian_enemy015_b,0,,7:49728:3|7:49782:3|7:49064:1,7:49728:1|7:49782:1|7:49629:1,7:49728:1,
50094,19-4|虾兵蟹将,水中也有一些虾兵蟹将，阻挡英雄前行之路。,19,1,20章|益州,20,1,41,27,932,11425,friend092,53657,1260,,,,20,1,,,0,5,50094,xiuxian_enemy016_b,0,,7:49729:3|7:49782:3|7:49064:1,7:49729:1|7:49782:1|7:49630:1,7:49729:1,
50095,19-5|天池恶龙,恶龙伤体已愈，又得到宝物加持，以逸待劳，想将两人一网打尽。,19,1,20章|益州,20,1,41,27,940,11430,friend091,54134,1273,,,,20,1,,,0,5,50095,xiuxian_enemy021_b,0,,14:14030503:1|7:49034:190|7:49064:3,7:49034:1|7:49782:1|7:49631:1,7:49034:1,
50096,20-1|恶龙伏法,在参娃的帮助下，恶龙终于伏法，你便向参娃打听红霜参的消息。,20,1,20章|益州,20,1,41,30,948,11427,friend106,54611,1286,,,,20,1,,,0,5,50096,xiuxian_enemy005_b,0,,7:49726:3|7:49782:3|7:49064:1,7:49726:1|7:49782:1|7:49632:1,7:49726:1,
50097,20-2|人参王国,红霜参乃人参王国特产，只需跟参娃前往人参王国走一趟便可。,20,1,20章|益州,20,1,41,30,956,11428,friend176,55087,1299,,329，174,,20,1,,,0,5,50097,xiuxian_enemy006_b,0,,7:49727:3|7:49782:3|7:49064:1,7:49727:1|7:49782:1|7:49629:1,7:49727:1,
50098,20-3|救人救火,和参娃一同回去，讨要了红霜参后，急于赶回救治辟邪，道谢后便匆忙赶回。,20,1,20章|益州,20,1,41,30,965,11431,friend174,55564,1312,,,,20,1,,,0,5,50098,xiuxian_enemy007_b,0,,7:49728:3|7:49782:3|7:49064:1,7:49728:1|7:49782:1|7:49630:1,7:49728:1,
50099,20-4|千钧一发,你赶回之时，辟邪已经奄奄一息，若再晚一步可能就要魂归西天了。,20,1,20章|益州,20,1,41,30,973,11432,friend173,56041,1325,,,175，176，177，178，179,20,1,,,0,5,50099,xiuxian_enemy004_b,0,,7:49729:3|7:49782:3|7:49064:1,7:49729:1|7:49782:1|7:49631:1,7:49729:1,
50100,20-5|转危为安,辟邪性命已无大碍，只要多加休息，早晚会复原。,20,1,21章|荆州,20,1,41,30,981,11435,friend089,56518,1338,,,,21,1,,,0,5,50100,xiuxian_enemy018_b,0,,14:14040503:1|7:49034:200|7:49064:3,7:49034:1|7:49782:1|7:49632:1,7:49034:1,
50101,21-1|同族之谊,辟邪身体逐渐恢复，他与银月有许多话要说，你也不方便在旁。,21,1,21章|荆州,20,1,41,30,989,11436,friend127,56994,1351,,,,21,1,,,0,5,50101,xiuxian_enemy005_b,0,,7:49726:3|7:49782:3|7:49064:1,7:49726:1|7:49782:1|7:49629:1,7:49726:1,
50102,21-2|再次沉睡,过了数日，银月从洞穴之中出来，言明辟邪再次沉睡，你为其在洞口布置了一个防护阵法，带着银月离开。,21,1,21章|荆州,20,1,41,30,998,11437,friend155,57471,1365,,,,21,1,,,0,5,50102,xiuxian_enemy006_b,0,,7:49727:3|7:49782:3|7:49064:1,7:49727:1|7:49782:1|7:49630:1,7:49727:1,
50103,21-3|游历磨炼,银月告诉你，未来修真界可能会有一场大的危机，你需要游历四方，磨炼自己，以应未来天劫。看来辟邪教了他不少东西。,21,1,21章|荆州,20,1,41,30,1006,11438,friend157,57948,1379,,,,21,1,,,0,5,50103,xiuxian_enemy007_b,0,,7:49728:3|7:49782:3|7:49064:1,7:49728:1|7:49782:1|7:49631:1,7:49728:1,
50104,21-4|有备无患,银月言之有理，不过需先返回洞府，准备妥当。,21,1,21章|荆州,20,1,41,30,1014,11439,friend094,58424,1393,,,,21,1,,,0,5,50104,xiuxian_enemy004_b,0,,7:49729:3|7:49782:3|7:49064:1,7:49729:1|7:49782:1|7:49632:1,7:49729:1,
50105,21-5|拔刀相助,返回路上，你遇见一群蜀山派弟子在围攻一男一女，路见不平当拔刀相助。,21,1,21章|荆州,20,1,41,30,1023,11440,friend093,58901,1407,,,,21,1,,,0,5,50105,xiuxian_enemy019_b,0,,14:14010603:1|7:49034:210|7:49064:3,7:49034:1|7:49782:1|7:49629:1,7:49034:1,
50106,22-1|人妖之恋,为首一人乃蜀山大弟子，扬言叛徒天奇私通妖女，背叛蜀山派，要捉拿回门派受审。,22,1,21章|荆州,20,1,41,30,1031,11441,friend122,59378,1421,,,181，182，183，184，185,21,1,,,0,5,50106,xiuxian_enemy001_b,0,,7:49726:3|7:49782:3|7:49064:1,7:49726:1|7:49782:1|7:49630:1,7:49726:1,
50107,22-2|缘分天定,上天有好生之德，人妖虽然殊途，但缘分自有天定，妄加干涉亦违反人伦。,22,1,22章|西陵峡,20,1,41,30,1039,11444,friend150,59854,1435,,,,22,1,,,0,5,50107,xiuxian_enemy002_b,0,,7:49727:3|7:49782:3|7:49064:1,7:49727:1|7:49782:1|7:49631:1,7:49727:1,
50108,22-3|种因得果,你放走了天奇夫妻，并言明日后若有因果，自会上蜀山了结。,22,1,22章|西陵峡,20,1,41,33,1047,11445,friend092,60331,1449,,,,22,1,,,0,5,50108,xiuxian_enemy008_b,0,,7:49728:3|7:49782:3|7:49064:1,7:49728:1|7:49782:1|7:49632:1,7:49728:1,
50109,22-4|收拾妥当,你回到洞府，收拾妥当，和银月踏上了历练修行之路。,22,1,22章|西陵峡,20,1,41,33,1056,11446,friend175,60808,1463,,,,22,1,,,0,5,50109,xiuxian_enemy009_b,0,,7:49729:3|7:49782:3|7:49064:1,7:49729:1|7:49782:1|7:49629:1,7:49729:1,
50110,22-5|九龙岛,西海之滨的九龙岛曾是截教练气士所居之处，银月建议你先去那边看看。,22,1,22章|西陵峡,20,1,41,33,1064,11447,friend006,61284,1478,,,,22,1,,,0,5,50110,xiuxian_enemy017_b,0,,14:14020603:1|7:49034:220|7:49064:3,7:49034:1|7:49782:1|7:49630:1,7:49034:1,
50111,23-1|旅途顺畅,西海距离洞府也不是很远，路途上也没有邪魔外道拦路。,23,1,22章|西陵峡,20,1,51,33,1072,11448,friend128,61761,1493,,,,22,1,,,0,5,50111,xiuxian_enemy003_b,0,,7:49726:6|7:49782:6|7:49064:1,7:49726:1|7:49782:1|7:49631:1,7:49721:1,
50112,23-2|沿途寻找,九龙岛的具体方位你不甚清楚，只得御剑飞行慢慢寻找。,23,1,23章|西陵峡,20,1,51,33,1081,11449,friend128,62238,1508,,,,22,1,,,0,5,50112,xiuxian_enemy010_b,0,,7:49727:6|7:49782:6|7:49064:1,7:49727:1|7:49782:1|7:49632:1,7:49721:1,
50113,23-3|蠃鱼游海,海上风浪颇大，亦有蠃鱼或飞或游，好不壮观。,23,1,23章|夷陵,20,1,51,33,1089,11452,friend012,62714,1523,,,,23,1,,,0,5,50113,xiuxian_enemy011_b,0,,7:49728:6|7:49782:6|7:49064:1,7:49728:1|7:49782:1|7:49629:1,7:49721:1,
50114,23-4|海上福地,异花奇草般般秀，桧柏青松色色新。只有仙家来往处，那许凡人到此间。,23,1,23章|夷陵,20,1,51,33,1097,11453,friend011,63191,1538,,,,23,1,,,0,5,50114,xiuxian_enemy012_b,0,,7:49729:6|7:49782:6|7:49064:1,7:49729:1|7:49782:1|7:49630:1,7:49729:1,
50115,23-5|渺无人烟,岛上风景秀丽，却无半点人烟，是在令人扼腕。,23,1,23章|夷陵,20,1,51,33,1105,11454,friend077,63668,1553,188，189,,,23,1,,,0,5,50115,xiuxian_enemy020_b,0,,14:14030603:1|7:49034:230|7:49064:3,7:49034:1|7:49782:1|7:49631:1,7:49034:1,
50116,24-1|岛上异兽,突然，一只异兽出现在你的眼前，似乎不让你继续前行！,24,1,23章|夷陵,20,1,51,33,1114,11455,friend011,64145,1569,,,,23,1,,,0,6,50116,xiuxian_enemy013_b,0,,7:49726:6|7:49782:6|7:49064:1,7:49726:1|7:49782:1|7:49632:1,7:49726:1,
50117,24-2|龙子狴犴,看这虎头龙身的样子，警告就是传说中的狴犴。,24,1,23章|夷陵,20,1,51,33,1122,11456,friend012,64621,1585,,,,23,1,,,0,6,50117,xiuxian_enemy014_b,0,,7:49727:6|7:49782:6|7:49064:1,7:49727:1|7:49782:1|7:49629:1,7:49727:1,
50118,24-3|狴犴称臣,狴犴认可了你的力量，化作了人形，俯首称臣。,24,1,23章|夷陵,20,1,51,33,1130,11460,friend012,65098,1601,,190,,23,1,,,0,6,50118,xiuxian_enemy015_b,0,,7:49728:6|7:49782:6|7:49064:1,7:49728:1|7:49782:1|7:49630:1,7:49728:1,
50119,24-4|四圣地宫,狴犴带你找到了掩藏了千年之久的四圣地宫之外，昔年四圣共修之地。,24,1,24章|江东,20,1,51,33,1138,11463,friend016,65575,1617,,,,24,1,,,0,6,50119,xiuxian_enemy016_b,0,,7:49729:6|7:49782:6|7:49064:1,7:49729:1|7:49782:1|7:49631:1,7:49729:1,
50120,24-5|封神往事,昔年封神大战，王魔为文殊广法天尊所杀，入了封神榜，狴犴便带着开天珠回到了九龙岛。,24,1,24章|江东,20,1,51,36,1147,11464,friend015,66051,1633,,,,24,1,,,0,6,50120,xiuxian_enemy021_b,0,,14:14040603:1|7:49034:240|7:49064:3,7:49034:1|7:49782:1|7:49632:1,7:49034:1,
50121,25-1|王魔遗物,开天珠就在四圣地宫神龛之中，不过千百年来，狴犴一直在宫外守护，不曾进入，内中状况其亦不明。,25,1,24章|江东,20,1,51,36,1155,11465,friend014,66528,1649,,,,24,1,,,0,6,50121,xiuxian_enemy005_b,0,,7:49726:6|7:49782:6|7:49064:1,7:49726:1|7:49782:1|7:49629:1,7:49726:1,
50122,25-2|蛇鼠成精,九龙岛本是仙家宝地，天造地化，地宫之中蛇鼠亦能修炼成妖。,25,1,24章|江东,20,1,51,36,1500,11466,friend013,86400,1665,,,,24,1,,,0,6,50122,xiuxian_enemy006_b,0,,7:49727:6|7:49782:6|7:49064:1,7:49727:1|7:49782:1|7:49630:1,7:49727:1,
50123,25-3|阻止靠近,这些蛇妖鼠怪，道行不深，却凶残狡诈，他们知晓开天珠乃宝物，故不欲他人靠近。,25,1,24章|江东,20,1,51,36,1512,11467,friend087,87070,1682,,,,24,1,,,0,6,50123,xiuxian_enemy007_b,0,,7:49728:6|7:49782:6|7:49064:1,7:49728:1|7:49782:1|7:49631:1,7:49728:1,
50124,25-4|贪图宝物,蛇妖鼠怪虽然贪图开天珠，却不曾想伤人命，你也只给他们一个教训。,25,1,24章|江东,20,1,51,36,1523,11468,friend128,87740,1699,,,,24,1,,,0,6,50124,xiuxian_enemy004_b,0,,7:49729:6|7:49782:6|7:49064:1,7:49729:1|7:49782:1|7:49632:1,7:49729:1,
50125,25-5|开天珠,你从地宫神龛之中取走开天珠，命狴犴继续镇守此地，便带银月离开九龙岛。,25,1,24章|江东,20,1,51,36,1535,11470,friend011,88410,1716,192,,,24,1,,,0,6,50125,xiuxian_enemy018_b,0,,14:14010703:1|7:49034:250|7:49064:3,7:49034:1|7:49782:1|7:49629:1,7:49034:1,
50126,26-1|异兽建言,临行之前，狴犴叮嘱你千万要小心阐教门人。,26,1,25章|南蛮,20,1,51,36,1547,11473,friend012,89079,1733,196,,,25,1,,,0,6,50126,xiuxian_enemy005_b,0,,7:49726:6|7:49782:6|7:49064:1,7:49726:1|7:49782:1|7:49630:1,7:49726:1,
50127,26-2|道友停步,返回西海之滨，你看到一名仙门弟子正在被一群魔教弟子追杀。,26,1,25章|南蛮,20,1,51,36,1558,11474,friend016,89749,1750,,,,25,1,,,0,6,50127,xiuxian_enemy006_b,0,,7:49727:6|7:49782:6|7:49064:1,7:49727:1|7:49782:1|7:49631:1,7:49727:1,
50128,26-3|青云遇袭,打跑了魔教弟子，那名弟子告诉你他是青云门弟子处端，前两天魔教趁其门主闭关，大肆进攻青云门。,26,1,25章|南蛮,20,1,51,36,1570,11475,friend015,90419,1768,,,,25,1,,,0,6,50128,xiuxian_enemy007_b,0,,7:49728:6|7:49782:6|7:49064:1,7:49728:1|7:49782:1|7:49632:1,7:49728:1,
50129,26-4|求助寻援,门中长老弟子不敌，所以派出数名心腹弟子，向周边门派求援。,26,1,25章|南蛮,20,1,51,36,1581,11476,friend014,91089,1786,,,,25,1,,,0,6,50129,xiuxian_enemy004_b,0,,7:49729:6|7:49782:6|7:49064:1,7:49729:1|7:49782:1|7:49629:1,7:49729:1,
50130,26-5|护送道友,你虽然喂他服用金疮，但他伤势一时难以愈合，你觉得护送他前往最近的琼华派求援。,26,1,25章|南蛮,20,1,51,36,1593,11477,friend013,91759,1804,,,,25,1,,,0,6,50130,xiuxian_enemy019_b,0,,14:14020703:1|7:49034:260|7:49064:3,7:49034:1|7:49782:1|7:49630:1,7:49034:1,
50131,27-1|琼华派,琼华派乃西海八派之首，以铸剑秘术为尊，致力妖荡魔。,27,1,25章|南蛮,20,1,61,36,1605,11478,friend077,92429,1822,,,,25,1,,,0,6,50131,xiuxian_enemy001_b,0,,7:49730:3|7:49783:3|7:49064:1,7:49730:1|7:49783:1|7:49631:1,7:49730:1,
50132,27-2|脚程缓慢,琼华派离此地不过数十里，但道友有伤在身，难以施展土遁，只能御剑前往。,27,1,25章|南蛮,20,1,61,39,1616,11479,friend087,93098,1840,,,,25,1,,,0,6,50132,xiuxian_enemy002_b,0,,7:49731:3|7:49783:3|7:49064:1,7:49731:1|7:49783:1|7:49632:1,7:49731:1,
50133,27-3|以德报怨,之前被你打跑的魔教中人死性不改，又纠结人马回来追杀。,27,1,25章|南蛮,20,1,61,39,1628,11482,friend128,93768,1858,,,203，204,25,1,,,0,6,50133,xiuxian_enemy008_b,0,,7:49732:3|7:49783:3|7:49064:1,7:49732:1|7:49783:1|7:49629:1,7:49732:1,
50134,27-4|魔教邪阵,你们已经被魔教弟子组成阵法包围，任你法力精妙，一时也难以破阵。,27,1,26章|祁山,20,1,61,39,1640,11484,friend130,94438,1877,,,,26,1,,,0,6,50134,xiuxian_enemy009_b,0,,7:49733:3|7:49783:3|7:49064:1,7:49733:1|7:49783:1|7:49630:1,7:49733:1,
50135,27-5|从天而降,一飘逸剑者御剑从天而来，直取维持阵眼之人。,27,1,26章|祁山,20,1,61,39,1651,11485,friend131,95108,1896,,,,26,1,,,0,6,50135,xiuxian_enemy017_b,0,,14:14030703:1|7:49034:270|7:49064:3,7:49034:1|7:49783:1|7:49631:1,7:49034:1,
50136,28-1|困兽之斗,阵法被破，魔教弟子困兽犹斗，展开殊死一搏。,28,1,26章|祁山,20,1,61,39,1663,11486,friend132,95778,1915,,,,26,1,,,0,6,50136,xiuxian_enemy003_b,0,,7:49730:3|7:49783:3|7:49064:1,7:49730:1|7:49783:1|7:49632:1,7:49721:1,
50137,28-2|筋疲力尽,你由于被困阵中许久，精力不济昏了过去。,28,1,26章|祁山,20,1,61,39,1674,11488,friend123,96448,1934,,,,26,1,,,0,6,50137,xiuxian_enemy010_b,0,,7:49731:3|7:49783:3|7:49064:1,7:49731:1|7:49783:1|7:49629:1,7:49721:1,
50138,28-3|已到琼华,你醒来之时已在琼华派客房之中，琼华派掌门已派派中长老弟子前去支援青云门。,28,1,26章|祁山,20,1,61,39,1686,11487,friend124,97117,1953,,,,26,1,,,0,6,50138,xiuxian_enemy011_b,0,,7:49732:3|7:49783:3|7:49064:1,7:49732:1|7:49783:1|7:49630:1,7:49721:1,
50139,28-4|天雷劫,你突然一阵心悸，已察觉天劫将至，为避免连累他人，你赶紧出了琼华派，来到一处空旷无人之地。,28,1,26章|祁山,20,1,61,39,1698,11492,friend125,97787,1973,207，208,209,,26,1,,,0,6,50139,xiuxian_enemy012_b,0,,7:49733:3|7:49783:3|7:49064:1,7:49733:1|7:49783:1|7:49631:1,7:49733:1,
50140,28-5|位列仙班,五雷天劫，九死一生，你最终还是挺了过来，飞升成仙。,28,1,27章|长安南,20,1,61,39,1709,11495,friend009,98457,1993,,,,27,1,,,0,7,50140,xiuxian_enemy020_b,0,,14:14040703:1|7:49034:280|7:49064:3,7:49034:1|7:49783:1|7:49632:1,7:49034:1,
